tqwt_minValue_dec_18,tqwt_entropy_log_dec_34,tqwt_meanValue_dec_11,tqwt_entropy_shannon_dec_16,tqwt_entropy_log_dec_35,tqwt_entropy_log_dec_14,tqwt_entropy_log_dec_26,tqwt_stdValue_dec_17,tqwt_minValue_dec_14,tqwt_entropy_log_dec_11,tqwt_entropy_log_dec_28,tqwt_maxValue_dec_16,tqwt_entropy_log_dec_32,tqwt_entropy_log_dec_12,tqwt_entropy_log_dec_13,tqwt_minValue_dec_15,tqwt_meanValue_dec_5,tqwt_entropy_log_dec_10,tqwt_kurtosisValue_dec_36,tqwt_energy_dec_17,tqwt_entropy_shannon_dec_20,tqwt_meanValue_dec_7,tqwt_stdValue_dec_16,tqwt_maxValue_dec_15,tqwt_entropy_shannon_dec_15,tqwt_maxValue_dec_18,tqwt_meanValue_dec_34,tqwt_maxValue_dec_17,tqwt_stdValue_dec_15,tqwt_maxValue_dec_14,tqwt_entropy_log_dec_33,tqwt_minValue_dec_16,mean_MFCC_3rd_coef,GNE_SNR_SEO,VFER_NSR_SEO,mean_MFCC_4th_coef,mean_MFCC_9th_coef,mean_MFCC_8th_coef,mean_MFCC_7th_coef,std_MFCC_10th_coef,mean_MFCC_2nd_coef,IMF_NSR_entropy,mean_MFCC_6th_coef,mean_MFCC_5th_coef,std_MFCC_9th_coef,class
-1.2864,-3246.7365,-1.53e-20,1118.9339,-2607.8006,-67900.2077,-2715.6112,0.44329,-0.25136,-201188.4982,-7578.8442,0.58743,-5005.6843,-167562.9831,-102650.0661,-0.37207,-6.6400000000000005e-21,-243329.6746,5.7751,0.2415,437.5267,1.82e-20,0.25033,0.4073,542.1115,1.2347,-2.16e-19,1.0025,0.13024,0.25862,-3945.3023,-0.633,1.516,1979880.355,1.3201,-1.6575,1.1655,-0.21596,-0.10764,0.26894,0.81025,0.15646,-0.90852,-2.1575,0.1688,0.0
-1.265,-3246.2308,-8.62e-20,878.1343,-2627.15,-61179.3848,-2599.973,0.37737,-0.274,-190587.163,-8586.1929,0.56906,-4841.7975,-162868.082,-96905.5367,-0.45017,1.79e-20,-240670.1993,3.9747,0.16379,600.869,2.11e-20,0.21106,0.45861,711.8284,1.198,-9.7e-20,0.78073,0.15785,0.35754,-3897.1744,-0.56695,1.1232,1694387.203,1.3192,-2.0447,1.053,-0.65966,-0.032318,0.17083,1.2629,0.18648,-0.68385,-2.0232,0.17697,0.0
-0.97768,-2896.6639,3.08e-20,751.8672,-2363.4227,-61993.507,-1961.2064,0.30818,-0.29953,-204463.4131,-8715.6164,0.55404,-3519.556,-158016.8962,-94814.5929,-0.42785,-3.33e-21,-203549.082,2.875,0.11441,601.3575,1.24e-20,0.19446,0.45325,661.4865,0.97264,-6.07e-20,0.82648,0.15162,0.31543,-3226.6513,-0.59573,2.1298,1599071.409,1.2328,-2.2692,0.50936,0.262,-0.35765,0.18877,0.83331,0.14336,-0.40865,-0.64549,0.2069,1.0
-1.0558,-3119.9146,-3.21e-20,979.7299,-2555.1129,-66531.4616,-5404.4691,0.36072,-0.30377,-192295.5179,-9581.7888,0.56873,-3411.5274,-154701.3452,-99172.4791,-0.45587,-3.850000000000001e-21,-200509.3477,14.9176,0.19311,416.8486,-5.27e-20,0.22839,0.42705,578.499,1.0242,1.82e-20,0.86285,0.13906,0.29014,-3396.9849,-0.58687,2.8142,1684746.207,1.1877,-2.2615,0.40904,0.42612,-0.58188,0.316,1.9259,0.15885,0.010118,-0.86007,0.26719,1.0
-0.99538,-3332.0263,-4.2e-21,1004.8843,-2614.2474,-61323.8263,-5288.2414,0.36501,-0.34668,-159938.3594,-10513.6728,0.63318,-4098.4408,-146749.4437,-93140.6122,-0.48492,1.9600000000000003e-21,-170169.5583,3.6784,0.15898,531.0759,-3.28e-20,0.23828,0.5105,717.6217,0.99096,2.43e-20,0.89659,0.1657,0.33831,-3581.5776,-0.64089,2.5907,1576068.623,1.2705,-2.1509,0.55594,0.35887,-0.47576,0.20346,0.78586,0.16312,-0.28223,-1.327,0.24005,1.0
-0.3822,-1532.3937,2.48e-20,772.0338,-1448.9659,-74595.5197,-784.0795,0.20782,-0.27915,-192309.4421,-7137.1989,0.49352,-2393.1343,-126562.0322,-90916.5128,-0.33435,-1.35e-21,-265551.72,3.4241,0.042688,258.6502,-2.73e-21,0.19071,0.32542,424.0764,0.39154,-4.85e-20,0.53975,0.1115,0.24498,-1973.529,-0.49895,1.103,1355531.651,1.1931,-1.5392,-0.1391,0.51733,1.1958,0.19896,1.9186,0.21312,-0.45234,0.21653,0.22234,0.0
-0.44047,-1619.8247,-3.43e-20,782.8447,-1425.1848,-78503.03,-938.1912,0.22477,-0.29607,-203237.1674,-7186.4336,0.59485,-2760.1932,-140572.9717,-102605.1192,-0.3994,6.610000000000001e-21,-266640.6773,3.2941,0.054359,228.1208,9.6e-21,0.20024,0.36554,431.0915,0.46594,-1.47e-18,0.62061,0.11516,0.25817,-2102.5391,-0.57037,1.0853,1830994.026,1.1446,-1.3205,0.099423,0.26424,1.259,0.20682,1.7404,0.19103,-0.37149,-0.23451,0.22287,0.0
-0.54919,-1887.1924,6.24e-20,748.6489,-1491.7424,-77942.6308,-1171.8883,0.23748,-0.31237,-207694.1885,-7455.6548,0.54441,-2972.7635,-144312.8399,-103636.9391,-0.39475,-1.27e-21,-267995.8203,3.9543,0.059147,224.0106,-1.47e-20,0.19265,0.36996,421.2269,0.56721,-7.28e-19,0.70232,0.11142,0.24506,-2410.5718,-0.53703,1.3054,1697798.099,1.1766,-1.2437,0.12202,0.13733,1.354,0.22809,1.4279,0.24415,-0.49001,-0.65397,0.26709,0.0
-0.092939,-4072.06,6.39e-22,12.831,-3531.7291,-113748.4524,-9510.453,0.023122,-0.029433,-300769.6964,-10646.5841,0.060813,-4239.845,-209336.9919,-147570.9354,-0.037781,3.1e-22,-335734.2541,55.5264,0.097566,7.0926,-1.0100000000000002e-21,0.014829,0.037996,6.4364,0.092159,1.82e-20,0.086083,0.0090834,0.030705,-4262.668,-0.060499,-0.27959,1762181.594,1.4142,-3.6071,0.71408,0.1709,0.84402,0.37835,2.2881,0.17297,-1.5938,-1.3251,0.4828,1.0
-0.079448,-3675.9549,-2.5900000000000003e-21,13.1334,-3494.1463,-115903.7121,-9270.7528,0.021094,-0.036458,-291966.3403,-9663.2405,0.052562,-3340.3029,-210617.5535,-151245.5347,-0.038084,7.6300000000000005e-22,-331655.6889,78.9136,0.081957,6.1398,2e-21,0.015055,0.040127,8.0092,0.077949,-5.46e-20,0.074695,0.010308,0.037971,-3075.8663,-0.053265,0.78693,1240990.359,1.3724,-3.8471,0.35374,-0.13441,1.357,0.35824,1.246,0.16457,-1.8331,-0.56728,0.32993,1.0
-0.074207,-3595.2788,2.05e-22,10.349,-3281.2415,-121726.1243,-9181.6072,0.020925,-0.027883,-294045.8124,-8855.9044,0.03898,-3966.8701,-213284.2871,-156237.1889,-0.029291,-4.63e-22,-347997.7866,5.0301,0.046111,12.1636,1.4400000000000001e-21,0.012962,0.026881,4.9572,0.075109,-8.64e-20,0.070059,0.0077956,0.025885,-3723.8915,-0.038153,-0.20389,1360910.647,1.4441,-3.3668,0.20858,0.55607,1.1331,0.42286,1.4275,0.18115,-2.2341,-1.0345,0.41783,1.0
-0.53593,-2054.0373,7.23e-20,224.9933,-1927.2569,-79213.7803,-3266.6483,0.12592,-0.2865,-192339.5051,-4767.1841,0.45996,-2358.6304,-126478.8578,-91535.7084,-0.33037,-1.31e-20,-258833.17,3.6315,0.017703,284.0953,-3.15e-20,0.086046,0.31407,103.3463,0.55482,1.46e-19,0.62304,0.047552,0.24598,-2060.966,-0.4233,1.1946,1301880.905,1.2254,-1.091,-0.24805,-0.35673,-0.30641,0.25353,2.7908,0.18042,0.94452,-0.11416,0.23957,1.0
-0.63712,-1611.7496,-3.58e-20,195.3102,-1683.037,-79463.296,-4191.6061,0.1166,-0.26343,-201454.4621,-4952.3186,0.35138,-2053.9868,-133337.3272,-95344.2721,-0.29971,-1.24e-21,-267819.4533,4.8401,0.011297,233.5728,-6.2e-21,0.077066,0.21278,112.3576,0.55354,0.0,0.5835,0.049568,0.33884,-1539.0492,-0.40732,1.1426,1574847.482,1.2201,-1.1201,-0.10759,-0.18075,0.15811,0.27189,3.4471,0.20012,0.65833,-0.00928,0.23158,1.0
-0.4244,-2138.5195,1.1e-20,235.6786,-1774.9661,-78472.6957,-5152.9324,0.12231,-0.37783,-206265.4283,-5852.1609,0.31619,-2586.708,-135148.6616,-96051.5004,-0.23314,-3.1800000000000004e-21,-262908.9745,3.3851,0.012387,203.6547,1.52e-20,0.0863,0.26779,128.5998,0.44186,8.25e-19,0.43351,0.053545,0.35131,-2173.1219,-0.34169,0.99854,1051590.685,1.1957,-1.2511,-0.092354,-0.19152,0.11655,0.36377,3.4752,0.16829,0.42464,-0.13374,0.38739,1.0
-0.13981,-3963.7823,-3.65e-21,98.4266,-3546.2416,-92350.0917,-13379.397,0.056185,-0.088282,-280537.8612,-10066.0534,0.1487,-3449.3401,-193728.4145,-132324.0773,-0.10849,0.0,-348317.9553,91.739,0.053969,43.5866,3.790000000000001e-21,0.049098,0.11354,83.6752,0.13981,-4.7e-20,0.15752,0.039597,0.081298,-4068.147,-0.1487,0.84154,1382022.234,1.1526,-0.31039,-0.11712,-0.13898,-0.72287,0.32692,2.669,0.20972,-1.6945,-1.684,0.22197,0.0
-0.25971,-3974.0962,-1e-20,221.0449,-3295.4443,-87209.4847,-13863.3785,0.13024,-0.083016,-273967.6743,-10213.0557,0.21639,-3487.6628,-189897.1113,-125687.6325,-0.15657,-2.45e-22,-339972.5933,89.7881,0.20832,63.1942,2.86e-22,0.081661,0.15807,116.2542,0.25971,-4.15e-20,0.3014,0.049442,0.093805,-4155.8475,-0.21639,0.1669,1373736.328,1.1684,-0.27031,0.026955,-0.36473,-0.66932,0.37111,3.1227,0.23091,-1.5451,-1.7277,0.26642,0.0
-0.22756,-3947.7734,1.04e-20,144.9233,-3496.387,-85130.2739,-13641.323,0.095644,-0.10284,-264033.0296,-9805.035,0.25006,-4100.5435,-170965.622,-115395.5463,-0.15511,3.06e-23,-338038.5562,84.1618,0.10572,74.1781,4.540000000000001e-21,0.063204,0.14,119.4116,0.22756,-6.0700000000000005e-21,0.27777,0.049722,0.1182,-4176.0551,-0.25006,0.54464,1168855.167,1.1316,-0.51293,0.76872,-0.10483,-1.1273,0.26835,2.2459,0.18241,-1.0663,-0.79539,0.44901,0.0
-0.75236,-2735.4926,3.65e-22,320.3411,-2476.3391,-73323.5846,-5697.6118,0.19804,-0.21965,-203755.6304,-4315.2148,0.36347,-3261.2116,-174627.1573,-109269.8559,-0.34613,1.04e-21,-219006.2209,5.2948,0.18401,174.3898,-9.87e-21,0.10757,0.31821,331.5007,0.75236,-8.49e-20,0.50506,0.096187,0.23361,-2912.9843,-0.36347,1.2449,1458149.106,1.1266,-1.5615,0.92747,1.5747,-0.36393,0.29336,-0.71858,0.15057,-2.086,-0.80434,0.35745,1.0
-0.68732,-2595.546,2.58e-20,342.7609,-1914.0798,-64599.7398,-4496.6017,0.18438,-0.21172,-181827.4842,-6057.3991,0.32691,-3022.1296,-161203.3741,-98301.4057,-0.30626,1.1100000000000001e-21,-199300.7265,2.7158,0.12192,324.2167,1.56e-20,0.1122,0.32541,481.228,0.68732,-1.33e-19,0.42889,0.11805,0.21991,-2961.6452,-0.32691,1.5474,1444946.518,1.2073,-1.8626,0.61874,1.1601,-0.22062,0.2274,-1.2659,0.13039,-2.4959,-0.12691,0.25939,1.0
-0.70724,-2651.1842,-2.85e-20,389.6803,-2275.8061,-61237.1013,-4548.1999,0.23369,-0.23413,-184790.3788,-5096.2911,0.34073,-3064.6182,-156304.3219,-92557.2286,-0.29667,-1.1e-21,-199684.2512,7.4912,0.19154,220.0136,5.07e-20,0.11996,0.33236,472.01,0.70724,-1.94e-19,0.49236,0.11795,0.24139,-2880.0432,-0.34073,1.1733,1469826.372,1.1861,-1.53,0.83235,1.5471,-0.28323,0.33178,-1.2335,0.14365,-2.1457,-0.31099,0.30275,1.0
-0.8263,-2100.8163,-6.5800000000000004e-21,995.2338,-1654.5751,-74338.5711,-5842.4494,0.32258,-0.30152,-234329.1342,-6950.1773,0.83115,-3075.0491,-164991.9493,-109992.677,-0.56939,-2.7500000000000003e-21,-243237.3344,2.9557,0.1255,410.4648,8.1e-21,0.25199,0.48597,568.4936,0.82963,-7.28e-20,0.99548,0.14015,0.29595,-2769.9222,-0.82581,1.0596,1485874.008,1.2616,-1.8722,-0.79002,1.8819,-0.15206,0.27,2.0394,0.19343,-2.2404,-1.3407,0.21162,1.0
-0.83781,-2200.0783,4.02e-21,841.0018,-1810.403,-73720.231,-5636.9792,0.29194,-0.26019,-234719.3531,-7780.8212,0.70504,-2928.8011,-162475.496,-108226.6221,-0.39867,-7.83e-21,-248089.8975,2.7635,0.081717,348.8235,-1.57e-20,0.21601,0.41668,481.5659,0.8562,2.91e-19,0.89844,0.12368,0.24857,-2692.5242,-0.61389,0.56118,1754801.96,1.2292,-1.7772,-0.81907,1.6902,-0.11008,0.23995,2.8571,0.18829,-2.2498,-1.0586,0.21137,1.0
-0.76621,-2044.2657,3.43e-20,651.6305,-1678.6605,-73966.0388,-5783.2257,0.25387,-0.28378,-237674.5803,-6772.7283,0.63499,-2756.9592,-162312.3287,-106627.7874,-0.36314,9.79e-22,-248224.9658,2.9776,0.11155,268.9285,-1.52e-20,0.18343,0.36231,380.339,0.73074,-3.88e-19,0.82831,0.10573,0.30891,-2513.9503,-0.60096,0.77277,1750257.045,1.2179,-1.5355,-0.67925,1.8742,0.064349,0.22648,2.6081,0.18273,-1.7698,-1.2041,0.27371,1.0
-0.57038,-897.0801,-1.57e-20,214.8089,-769.8693,-29498.5853,-3101.6383,0.25215,-0.14142,-66320.4761,-2621.4365,0.37266,-1192.9051,-61648.6422,-43156.1015,-0.24002,3.3200000000000002e-21,-80287.6781,2.5175,0.37506,27.5612,-1.22e-20,0.16083,0.24002,90.0041,0.57038,-3.47e-20,0.53637,0.081105,0.12592,-1014.9789,-0.38956,0.0033931,1525519.117,1.2505,-2.5335,1.2362,1.072,-0.3228,0.33815,-0.38387,0.21072,-2.9502,-0.24486,0.3599,1.0
-0.5163,-1058.9415,-1.28e-20,211.6878,-887.397,-36168.6105,-2811.8287,0.26296,-0.13477,-74469.4982,-3172.9219,0.36993,-1334.1263,-67844.8646,-51791.5817,-0.20506,-5.6200000000000006e-21,-96041.3559,8.0913,0.40596,16.1808,-1.27e-20,0.14152,0.1999,63.7431,0.55562,4.18e-19,0.56962,0.059594,0.13477,-1227.2094,-0.36993,-0.13358,767874.0059,1.2884,-2.3149,1.057,1.1029,-0.8124,0.4611,0.49368,0.23523,-2.0091,0.37912,0.36984,1.0
-0.43065,-709.6905,-9.86e-20,60.2973,-562.2911,-23509.2484,-1874.5725,0.15548,-0.20017,-51679.5877,-1981.9308,0.22933,-879.3155,-45992.5358,-32966.217,-0.22157,3.36e-21,-60080.1085,6.041,0.26052,19.5064,9.21e-22,0.082034,0.2068,38.7854,0.42026,-1.22e-19,0.36609,0.056483,0.1842,-804.8058,-0.2602,0.56718,1726694.238,1.21,-1.6666,0.32672,1.4342,0.014715,0.38945,-1.6148,0.16453,-3.0814,1.2271,0.41201,1.0
-0.009279,-4922.4023,-1.3700000000000002e-21,0.15736,-4220.4144,-173814.3693,-14714.409,0.0016222,-0.0026469,-376930.1487,-11976.1354,0.0046702,-6249.862,-288307.6759,-220007.8697,-0.0037015,1.9099999999999997e-24,-447010.8995,62.0868,0.023157,0.14805,-1.32e-22,0.0012804,0.0032612,0.10391,0.009279,3.79e-22,0.0066896,0.00092825,0.0025474,-5421.4869,-0.0046702,-1.1469,1591215.58,1.17,0.23788,0.042202,0.99457,0.087421,0.31347,2.5324,0.24504,-0.34773,0.21242,0.29318,1.0
-0.013658,-4869.5266,1.02e-21,0.49543,-4239.4575,-151897.94,-13896.9777,0.0032678,-0.0066746,-345439.4102,-12194.1494,0.00901,-6522.2466,-249585.9137,-188030.5457,-0.0064889,1.9099999999999997e-24,-412202.5655,65.2151,0.029282,0.13195,2.2e-23,0.0023819,0.006338,0.31707,0.013658,-7.580000000000001e-21,0.012582,0.0016985,0.0066274,-5533.1452,-0.00901,-1.7271,815761.7635,1.2021,-0.27188,-0.069307,1.0737,0.22078,0.31676,2.1062,0.22943,-0.32879,-0.022389,0.27152,1.0
-0.012194,-4726.7688,3.03e-22,0.48955,-4095.5063,-155015.1392,-12895.6894,0.0034745,-0.0074222,-335976.3309,-12012.2579,0.0086543,-6311.4293,-249487.2448,-191685.2017,-0.0075269,0.0,-400800.6828,85.4503,0.02308,0.19346,2.21e-22,0.0023803,0.0080996,0.34838,0.012194,4.1700000000000006e-21,0.011284,0.0018066,0.0072774,-5331.0074,-0.0086543,-1.7118,1222055.799,1.1707,0.0041505,0.0084538,0.77161,-0.13136,0.3674,1.9583,0.20713,-0.32335,0.31618,0.29571,1.0
-0.20243,-3639.4611,-5.48e-22,40.4839,-3192.5105,-114127.6914,-3207.8999,0.039793,-0.039786,-262087.4385,-4801.1411,0.12887,-3481.7555,-229359.0051,-165625.9003,-0.079811,9.79e-22,-321048.8739,6.3203,0.010476,351.9912,3.39e-21,0.029359,0.093503,30.9342,0.20287,1.21e-20,0.14556,0.022181,0.041063,-3209.8921,-0.12293,-0.7247,1815513.536,1.2579,-1.6887,-0.77727,1.5228,0.24301,0.29004,3.2857,0.19083,-1.4872,-1.643,0.29069,0.0
-0.19652,-3521.5573,-1.92e-20,36.6859,-2984.5795,-113494.5283,-3890.9172,0.043313,-0.044242,-260671.7328,-4324.3405,0.1102,-3356.2949,-230592.6828,-164894.4796,-0.079831,-3.0900000000000003e-21,-315860.4986,103.8876,0.018722,233.2117,-6.94e-21,0.027894,0.083861,28.8056,0.19399,9.86e-20,0.15287,0.021498,0.041973,-3087.6765,-0.12229,-0.68716,1451849.374,1.1523,-1.1724,-0.94017,1.4679,0.54292,0.22239,3.3212,0.24281,-0.94696,-1.2525,0.29162,0.0
-0.16224,-3652.4804,3.11e-21,10.2327,-3195.5228,-131375.1646,-4921.0219,0.02433,-0.031226,-284292.1278,-4626.0665,0.067687,-3436.6324,-244465.3647,-186399.1164,-0.042478,3.75e-21,-343982.2813,64.1884,0.011954,155.5146,-2.9100000000000002e-21,0.01312,0.045958,6.927,0.16582,3.34e-20,0.1077,0.009411,0.037482,-3166.9931,-0.068195,-1.1545,1554205.034,1.1824,-1.6925,-1.5399,1.3693,0.49005,0.25864,3.1705,0.23464,-1.4722,-1.2363,0.34981,0.0
-0.1055,-3787.8319,-7.85e-21,59.812,-3281.7562,-95243.1595,-14380.34,0.030503,-0.080508,-274459.3518,-9851.5252,0.11984,-5490.3206,-204445.134,-137838.2274,-0.097821,1.22e-22,-309485.1781,69.1076,0.020721,37.833,-2.0300000000000002e-21,0.035871,0.10619,64.8005,0.1055,-7.580000000000001e-21,0.093049,0.034046,0.073898,-4675.1764,-0.11984,-1.4093,1695956.532,1.1768,-0.28246,-0.725,0.72837,1.4267,0.36376,2.6378,0.20011,-2.1378,-0.73242,0.41596,1.0
-0.068773,-4150.0686,-8.310000000000001e-21,42.8614,-3374.4678,-105546.4323,-14115.3676,0.026394,-0.049274,-290767.3716,-9706.3776,0.086754,-5770.6822,-217577.2067,-149454.9246,-0.081323,-1.68e-22,-336932.9015,68.6664,0.026245,15.8277,-8.59e-22,0.029589,0.088468,38.3435,0.068773,-3.64e-20,0.090316,0.025178,0.049468,-4921.7667,-0.086754,-1.0121,1831884.531,1.1673,-0.2564,-0.52843,0.32671,1.8528,0.29135,2.8502,0.20236,-2.0767,-1.1367,0.33382,1.0
-0.064242,-4067.8804,1.92e-21,10.3905,-3285.8669,-129901.599,-13155.1792,0.014386,-0.02418,-309273.3479,-9668.2548,0.043944,-5113.115,-243455.533,-178408.3366,-0.028395,0.0,-348076.0734,46.1423,0.021775,17.6473,-2.11e-21,0.012991,0.029764,6.6042,0.064242,2.96e-20,0.056564,0.009096,0.019621,-4750.298,-0.043944,-0.31987,1739244.207,1.1577,-0.32314,-0.90131,1.0123,0.6986,0.22066,3.844,0.20016,-2.3361,-0.18359,0.3132,1.0
-0.63745,-2850.4131,-2.3e-20,123.8801,-2448.0639,-65120.9722,-2498.6742,0.10443,-0.28689,-208276.2983,-9987.2842,0.19188,-3876.7615,-143783.649,-94174.2075,-0.27315,9.179999999999999e-23,-251844.0959,10.0114,0.0081414,768.8182,-9.010000000000001e-21,0.057849,0.26151,293.802,0.61447,2.67e-19,0.32812,0.087547,0.30882,-3426.1092,-0.19514,2.0734,1581055.947,1.1682,-1.2381,-1.6041,0.70545,-1.0048,0.2483,1.1154,0.2205,-0.61793,-0.26353,0.19184,1.0
-0.83662,-2675.9465,-4.31e-20,196.3381,-2117.4987,-54723.7494,-3150.6593,0.14804,-0.30561,-197412.3568,-8990.5047,0.26101,-3790.0349,-137976.6077,-81351.7581,-0.29803,-9.240000000000001e-21,-218608.3957,6.9022,0.021071,750.2379,2.64e-20,0.077489,0.32677,498.4121,0.82782,1.82e-19,0.47458,0.12121,0.31957,-3339.6227,-0.25145,2.1123,1547336.652,1.1809,-1.3013,-0.97631,0.77196,-0.8528,0.14001,0.54647,0.18159,-1.0558,-1.1195,0.23025,1.0
-0.84699,-2982.629,-7.01e-20,152.5849,-2421.3744,-72635.5479,-2623.3674,0.12942,-0.27247,-204290.6066,-9101.0119,0.22221,-3600.3365,-154533.8652,-104682.7776,-0.28654,2.54e-20,-231637.4926,3.5402,0.014407,699.3872,2.15e-20,0.065707,0.29794,257.1546,0.79887,7.28e-20,0.4093,0.081994,0.28173,-3534.0974,-0.25257,3.0274,1868364.092,1.1813,-1.1889,-1.5284,0.9658,-1.4381,0.28977,0.37494,0.17396,-0.80422,-0.66422,0.16279,1.0
-0.42707,-3771.2172,1.86e-20,113.114,-3217.0417,-101943.4264,-3052.0768,0.084438,-0.084954,-221154.2482,-7284.382,0.19463,-4929.2444,-192454.5395,-141567.5664,-0.13961,2.1200000000000003e-21,-269885.8254,28.7122,0.057319,84.1103,1.72e-21,0.053846,0.12536,59.4768,0.42707,-1.06e-20,0.33721,0.032425,0.084954,-4258.1821,-0.19463,-1.1783,1282204.552,1.1409,0.58411,1.6096,-0.3627,0.063772,0.26124,3.4491,0.22154,-0.45724,-0.73959,0.28105,1.0
-0.42,-3766.9776,1.05e-20,99.7329,-3158.5643,-104004.9135,-2183.8035,0.095376,-0.069178,-208682.0365,-8101.3553,0.24089,-4821.9056,-196222.0194,-147178.3843,-0.11265,1.54e-21,-248929.163,52.202,0.041387,54.6799,5.290000000000001e-21,0.049991,0.12606,52.3872,0.42,3.64e-20,0.32523,0.030329,0.06587,-4196.9846,-0.24089,-0.72528,1173688.503,1.1178,0.73766,1.9286,-0.31444,-0.21723,0.25863,4.1386,0.22929,-0.62163,0.18101,0.34719,1.0
-1.4273,-3499.5515,-1.75e-20,536.605,-2866.9908,-88216.1028,-1575.1165,0.28456,-0.16195,-213082.9406,-7991.2106,0.61423,-4098.9388,-189122.9152,-130287.1789,-0.3164,1.7700000000000003e-21,-256733.1081,9.0146,0.14296,283.8628,9.120000000000001e-21,0.15665,0.32154,210.7453,1.4273,8.79e-20,1.158,0.072766,0.15933,-3865.6339,-0.61423,0.33752,1314932.219,1.2186,-0.51609,1.5849,-0.11663,-0.63055,0.23348,3.2347,0.23535,-0.65062,-0.98155,0.37543,1.0
-0.90334,-1454.0045,-7.670000000000001e-21,494.314,-1123.5576,-68857.382,-2860.3825,0.18506,-0.43636,-171290.2762,-4435.3884,0.67954,-2102.2761,-155979.9625,-103503.038,-0.65435,6.610000000000001e-21,-192943.0695,8.7759,0.057206,477.3766,3.07e-20,0.15506,0.62736,493.4111,0.82052,-1.46e-18,0.69099,0.13185,0.42495,-1804.405,-0.65633,0.15296,1468267.72,1.2215,-0.099439,1.8524,-0.75489,1.0002,0.23531,1.8307,0.16348,-1.6789,-0.37655,0.32338,1.0
-0.84303,-1549.6779,-2.01e-20,657.3249,-1263.9991,-63913.746,-1733.1967,0.205,-0.39646,-176919.4,-3985.6822,1.1368,-2336.5607,-154533.8011,-98480.6351,-0.8301,2.92e-20,-195290.8221,7.7602,0.061879,563.114,-2.93e-20,0.19656,0.72311,716.6931,0.88911,-3.35e-18,1.2156,0.17221,0.44026,-1867.1478,-1.3196,0.73968,1610995.411,1.2431,-0.4342,0.62528,0.14878,1.3547,0.35242,1.5774,0.16869,-1.6597,-0.61452,0.3547,1.0
-0.68862,-1858.4267,2.12e-20,521.0953,-1480.2267,-66998.0678,-2647.6529,0.18826,-0.49218,-173808.0447,-2654.0109,0.69224,-2616.2587,-157176.9337,-102289.188,-0.59031,6.730000000000001e-21,-198266.1977,9.125,0.068765,508.7944,3.52e-21,0.16315,0.63661,543.7696,0.66736,-6.31e-19,0.74763,0.14164,0.45885,-2391.0101,-0.62135,0.38873,1513756.906,1.2864,-0.91118,0.64823,0.53428,0.7547,0.27146,2.1968,0.14437,-2.1246,0.43392,0.279,1.0
-0.41801,-1677.0683,1.91e-20,58.4746,-1271.3905,-84404.0989,-5722.1029,0.076228,-0.13473,-204398.1015,-1147.0005,0.22553,-2618.0572,-178894.2714,-120860.9226,-0.17438,5.2e-22,-256656.7033,4.8524,0.013495,438.7661,8.1500000000000005e-22,0.03645,0.17987,95.2679,0.43153,-2.35e-18,0.32001,0.043069,0.13548,-2146.2646,-0.26193,1.2601,1858854.746,1.1583,0.64692,0.16415,0.13044,-0.58246,0.18074,2.5555,0.24724,0.31845,-0.30811,0.16167,1.0
-0.62195,-1699.3129,1.3e-20,84.0547,-1469.1786,-87359.8415,-5909.9448,0.1084,-0.27554,-212761.843,-1294.0268,0.32128,-2428.6196,-177706.8125,-123309.7156,-0.32914,5.14e-21,-266947.5153,3.2679,0.025524,422.761,-2.5500000000000004e-21,0.045864,0.36652,97.5234,0.6094,-5.34e-19,0.4492,0.044744,0.26009,-2214.2756,-0.36298,0.95866,1587737.153,1.1725,0.43287,-0.18427,0.33503,-0.51895,0.28416,2.7934,0.20802,-0.15666,-0.29641,0.22442,1.0
-0.55109,-1923.4952,-2.59e-20,62.3596,-1556.7563,-88119.8504,-5595.9719,0.077929,-0.15304,-207336.5134,-1026.7045,0.17887,-2979.2465,-183201.5625,-125740.9701,-0.18467,1.19e-20,-259660.873,3.1444,0.012965,460.5093,7.75e-21,0.037657,0.20108,74.668,0.5672,-2.28e-18,0.24533,0.037364,0.14575,-2483.3859,-0.17763,1.1603,1887375.816,1.1626,0.69463,0.0631,0.34715,-0.6514,0.17887,2.8755,0.22952,0.077442,-0.22138,0.19541,1.0
-0.80752,-2442.8964,8.270000000000001e-21,1824.0652,-2125.0413,-48699.268,-16094.1773,0.44354,-0.50155,-210676.8693,-11078.4209,0.91115,-3542.8268,-116383.9305,-71652.1511,-0.66621,-7.04e-22,-240500.8125,3.1812,0.20961,532.0007,4.89e-21,0.44638,0.7095,1596.1494,0.79956,-3.68e-20,1.001,0.29976,0.49117,-3070.1938,-0.9056,0.17311,1790137.979,1.2528,-2.9602,-1.2977,1.6228,0.2811,0.15682,-1.1216,0.15508,-1.9805,-2.3304,0.17507,0.0
