tqwt_minValue_dec_18,tqwt_entropy_log_dec_34,tqwt_meanValue_dec_11,tqwt_entropy_shannon_dec_16,tqwt_entropy_log_dec_35,tqwt_entropy_log_dec_14,tqwt_entropy_log_dec_26,tqwt_stdValue_dec_17,tqwt_minValue_dec_14,tqwt_entropy_log_dec_11,tqwt_entropy_log_dec_28,tqwt_maxValue_dec_16,tqwt_entropy_log_dec_32,tqwt_entropy_log_dec_12,tqwt_entropy_log_dec_13,tqwt_minValue_dec_15,tqwt_meanValue_dec_5,tqwt_entropy_log_dec_10,tqwt_kurtosisValue_dec_36,tqwt_energy_dec_17,tqwt_entropy_shannon_dec_20,tqwt_meanValue_dec_7,tqwt_stdValue_dec_16,tqwt_maxValue_dec_15,tqwt_entropy_shannon_dec_15,tqwt_maxValue_dec_18,tqwt_meanValue_dec_34,tqwt_maxValue_dec_17,tqwt_stdValue_dec_15,tqwt_maxValue_dec_14,tqwt_entropy_log_dec_33,tqwt_minValue_dec_16,mean_MFCC_3rd_coef,GNE_SNR_SEO,VFER_NSR_SEO,mean_MFCC_4th_coef,mean_MFCC_9th_coef,mean_MFCC_8th_coef,mean_MFCC_7th_coef,std_MFCC_10th_coef,mean_MFCC_2nd_coef,IMF_NSR_entropy,mean_MFCC_6th_coef,mean_MFCC_5th_coef,std_MFCC_9th_coef,std_12th_delta_delta,app_LT_entropy_shannon_6_coef,app_LT_entropy_shannon_8_coef,std_10th_delta_delta,std_8th_delta_delta,std_10th_delta,std_9th_delta_delta,std_9th_delta,app_LT_entropy_shannon_3_coef,det_LT_entropy_log_10_coef,app_entropy_log_8_coef,app_LT_entropy_shannon_5_coef,app_entropy_log_7_coef,app_entropy_log_9_coef,app_LT_entropy_log_8_coef,app_entropy_log_10_coef,app_entropy_log_6_coef,app_LT_entropy_shannon_7_coef,app_LT_entropy_shannon_2_coef,std_12th_delta,std_8th_delta,std_6th_delta_delta,app_LT_entropy_shannon_9_coef,app_LT_entropy_shannon_4_coef,app_LT_entropy_shannon_10_coef,std_11th_delta_delta,class
-0.08671,-3923.8686,-1.71e-20,106.9288,-3380.5892,-87476.255,-8776.686,0.043785,-0.13766,-229010.0099,-6051.371,0.16319,-4138.8001,-162314.6614,-114285.8079,-0.14889,2.36e-21,-265307.8988,46.3309,0.10485,10.0673,-4.82e-21,0.051794,0.14796,91.1173,0.08791,1.14e-20,0.15618,0.04218,0.12552,-4044.9979,-0.17531,0.21481,1392296.904,1.2259,-4.0567,0.83998,0.96409,1.9702,0.3935,1.1199,0.12232,-1.5028,1.7922,0.38599,0.028249,-183930.0096,-772366.7794,0.027692,0.025801,0.056672,0.02614,0.053434,-36750.0024,-142.9232,227.5307,-97913.4385,231.6142,237.9279,130.3095,248.3251,234.3064,-379091.7666,-25578.4103,0.067375,0.058031,0.023682,-1667985.556,-56964.6209,-3582474.438,0.026258,1.0
-0.11009,-3758.017,1.46e-21,358.5284,-3248.4926,-84053.3661,-7014.5478,0.09097,-0.16654,-218702.531,-5312.6868,0.25805,-4038.1432,-156747.1144,-110286.7949,-0.19381,1.2200000000000001e-21,-258905.8491,14.1727,0.19046,10.7498,-3.3700000000000004e-21,0.10821,0.1825,190.215,0.10821,9.480000000000001e-21,0.21761,0.06497,0.17074,-4049.5328,-0.25721,0.35585,1276789.53,1.3376,-3.7256,0.82498,0.79861,2.1193,0.37913,1.1062,0.14156,-1.4697,1.6182,0.36751,0.020882,-185737.8267,-779878.1742,0.027767,0.027569,0.054352,0.02768,0.05032,-37127.1041,-170.1074,228.1586,-98891.4094,232.2766,238.5558,130.4397,248.953,235.012,-382769.038,-25849.7384,0.041566,0.058203,0.033289,-1684082.807,-57541.6119,-3616818.374,0.025568,1.0
-0.31392,-3763.0877,2.26e-20,419.0834,-3299.33,-69201.7594,-3181.5793,0.15837,-0.2958,-208925.6051,-7311.6463,0.5124,-4083.683,-133270.8019,-90140.5558,-0.3736,8.26e-22,-269480.4882,7.9552,0.078257,258.2321,1.59e-20,0.12945,0.37206,254.7123,0.33555,4.85e-20,0.53319,0.083713,0.36589,-3718.6292,-0.5124,-1.062,1592602.021,1.2139,-0.61042,-0.77052,0.18154,1.2177,0.29833,2.3982,0.16873,-0.5834,-0.35516,0.26876,0.017538,-211505.7446,-888942.4141,0.020398,0.02039,0.038504,0.018268,0.037795,-41657.9984,-48.9449,236.9067,-112188.0821,241.4337,247.3057,132.1955,257.7179,244.6627,-435752.1814,-28910.6371,0.034428,0.04394,0.019914,-1917690.818,-64929.3054,-4114838.316,0.019522,1.0
-0.55979,-4090.575,-6.3e-21,880.9675,-3660.7954,-67609.4612,-3726.6264,0.23827,-0.43019,-200756.2226,-8838.0021,0.77496,-4279.2569,-128443.9886,-87112.4636,-0.56318,6.12e-23,-262693.2943,91.175,0.13248,354.7345,-8.880000000000001e-21,0.22449,0.5356,566.5793,0.55979,-9.1e-21,0.77743,0.13964,0.35974,-3919.5855,-0.77496,-1.8303,1426721.875,1.2644,-1.1055,-0.32304,0.2201,0.98841,0.24055,2.1255,0.19335,-1.0148,-0.65526,0.31901,0.014193,-215031.8073,-901905.8541,0.021617,0.018463,0.046386,0.021433,0.048145,-42848.5738,-70.4061,237.9289,-114400.9209,242.61,248.3266,132.3952,258.7279,245.9529,-442695.4843,-29852.4867,0.027663,0.042201,0.026642,-1945461.224,-66478.9801,-4174175.967,0.023804,1.0
-0.34376,-4246.9189,-3.66e-20,350.1505,-3608.6098,-75768.173,-3083.5268,0.13301,-0.32139,-213021.7079,-8407.0788,0.41135,-4301.6287,-143516.3694,-99017.7163,-0.30754,1.91e-22,-276070.8269,59.2663,0.044479,379.9472,-1.26e-20,0.11539,0.30284,241.6015,0.34376,9.1e-21,0.44064,0.081304,0.29996,-3861.4142,-0.41135,-1.1109,1582801.741,1.1816,-0.13832,-0.67079,-0.054131,1.0868,0.30439,2.8281,0.21074,-0.80362,-0.72134,0.35616,0.019467,-212458.5763,-891743.5385,0.020094,0.024639,0.040756,0.021527,0.049644,-42151.6222,-56.5309,237.1294,-112905.8977,241.7176,247.5278,132.2395,257.9377,245.0126,-437417.535,-29329.8733,0.040049,0.057469,0.022371,-1923694.295,-65513.6071,-4127664.449,0.016529,1.0
-0.55263,-3876.3286,9.28e-20,706.0245,-3288.2974,-55507.99,-8217.7659,0.20445,-0.38071,-179189.9073,-9672.1104,0.56468,-5404.3792,-142451.6296,-88510.0877,-0.59126,-2.26e-21,-244287.7847,94.7643,0.13273,289.438,8.809999999999999e-23,0.18477,0.56465,897.6118,0.55263,1.76e-19,0.5143,0.1886,0.37048,-4694.0436,-0.56468,1.0896,1696994.819,1.2194,-0.67834,0.16076,-1.5889,0.47512,0.16613,1.8072,0.1839,0.7388,-1.1568,0.23497,0.010833,-207877.1443,-870912.9887,0.011455,0.020029,0.020535,0.017379,0.034779,-41806.1188,-204.0132,235.5213,-110858.1563,240.1342,245.9185,131.9259,256.3157,243.3618,-427891.5549,-29197.1949,0.020036,0.034418,0.016448,-1879101.004,-64634.3,-4032752.052,0.011753,1.0
-0.50389,-3749.4261,1.11e-20,300.64,-3235.5341,-87139.5602,-6763.9784,0.16031,-0.21436,-227068.5947,-10048.2499,0.43938,-5475.1951,-175074.5503,-121130.9056,-0.27673,6.73e-22,-273546.4436,13.4831,0.22654,123.5321,8.460000000000001e-21,0.10836,0.3039,180.1583,0.50389,-4.12e-20,0.63376,0.068905,0.1976,-4518.3112,-0.43938,0.76748,422891.1066,1.2142,-0.69251,0.28266,-1.6035,0.21899,0.23283,0.97676,0.16581,-0.35026,-1.5664,0.20726,0.011881,-211310.8607,-885061.6576,0.012645,0.015429,0.027398,0.013653,0.027057,-42506.2924,-199.6349,236.6278,-112694.2191,241.314,247.025,132.1429,257.4222,244.6129,-434901.1337,-29692.0503,0.025321,0.029874,0.013952,-1909399.325,-65708.734,-4097350.644,0.010435,1.0
-0.34419,-3630.1466,-1.72e-20,44.7825,-3143.1779,-95361.6046,-6861.6026,0.050627,-0.10888,-261716.207,-9565.1367,0.17708,-5421.3016,-196209.395,-133577.2638,-0.14226,3.8600000000000003e-22,-328212.5767,83.7248,0.055218,102.8214,2.8400000000000003e-21,0.032284,0.13808,69.6795,0.34419,2.2e-19,0.21112,0.036745,0.12028,-4456.3712,-0.17708,0.75251,988141.0706,1.228,-0.99242,0.20374,-1.463,0.045281,0.19417,0.86663,0.18822,-0.023605,-1.734,0.21618,0.012994,-212856.911,-891728.2717,0.012489,0.018649,0.024635,0.01411,0.028037,-42742.6763,-122.6817,237.1452,-113468.1296,241.8485,247.5424,132.244,257.9397,245.172,-438101.0438,-29842.9885,0.02845,0.042173,0.013375,-1923674.228,-66118.4248,-4127782.964,0.016092,1.0
-0.31283,-3945.3238,-1.13e-20,298.4623,-3183.5308,-74940.2527,-11606.4595,0.11265,-0.19391,-192225.9831,-8932.6205,0.26923,-4723.7138,-121574.4099,-85551.168,-0.178,-3.06e-23,-270895.5249,88.399,0.13126,120.1989,1.2800000000000001e-21,0.096127,0.18141,156.8688,0.27027,-3.64e-20,0.35397,0.058592,0.19003,-4225.1856,-0.26923,-3.029,1325294.445,1.3213,-1.8484,-0.96097,0.47421,-0.93885,0.26243,1.6355,0.18537,-0.56778,0.064131,0.18248,0.014592,-234625.977,-984426.6614,0.01787,0.016397,0.04436,0.013101,0.029505,-46738.9647,-69.072,244.2159,-124842.5673,249.3217,254.6138,133.5768,265.012,252.9689,-483464.1392,-32540.61,0.032832,0.031702,0.018696,-2122093.245,-72531.9224,-4550658.434,0.013525,1.0
-0.31819,-3935.6836,-2.03e-20,601.0147,-3355.697,-64962.2815,-11270.4212,0.1664,-0.238,-225269.4604,-9071.6068,0.33945,-4981.8849,-139583.1987,-90455.2311,-0.27591,-3.06e-23,-275795.6111,57.3178,0.1412,244.1354,5.64e-21,0.15328,0.28802,392.1805,0.31819,-3.34e-20,0.39,0.10578,0.25345,-4410.0184,-0.33945,-1.4654,1531117.311,1.3628,-2.0789,-1.1801,0.95342,0.004522,0.32853,1.2118,0.21471,-1.5302,-1.1793,0.2064,0.014834,-236098.349,-986783.2291,0.018564,0.024298,0.046312,0.011739,0.027968,-47770.7829,-175.882,244.3144,-126110.1494,249.515,254.7116,133.6093,265.1088,253.3307,-485351.8776,-33469.0084,0.030886,0.056481,0.021792,-2127145.444,-73673.3565,-4561448.857,0.018512,1.0
-0.58177,-3873.7213,-1.23e-19,667.4346,-3262.7369,-52615.8892,-11955.7991,0.20235,-0.42176,-207397.7736,-9300.3075,0.44304,-4788.5811,-118546.2343,-72922.8584,-0.43092,3.06e-23,-268604.3756,93.506,0.159,233.5767,-2.11e-21,0.17064,0.44781,592.3483,0.58177,2.43e-20,0.5652,0.13952,0.39725,-4294.7016,-0.44304,-2.8182,1970876.89,1.384,-2.0585,-0.95294,0.73615,-0.068269,0.31874,0.91354,0.14967,-1.0285,-1.1904,0.36693,0.01418,-239505.0539,-1000407.979,0.014175,0.019263,0.033473,0.017664,0.044139,-48596.3886,-131.8574,245.3155,-128027.937,250.5893,255.7128,133.7942,266.1102,254.4923,-492157.9075,-34090.2813,0.030726,0.040519,0.030751,-2156299.886,-74865.6531,-4623565.827,0.01345,1.0
-0.31304,-2351.5676,1.39e-20,1010.0735,-1837.0345,-71660.9779,-11394.2371,0.18429,-0.23797,-246858.3951,-6738.926,0.62198,-3144.8653,-161731.2916,-109297.0834,-0.44339,3.9200000000000006e-21,-298893.3578,2.5896,0.13428,84.1807,4.850000000000001e-21,0.23239,0.43491,696.5571,0.34006,-5.22e-19,0.54806,0.15353,0.24223,-2812.9163,-0.62242,0.16073,1738448.53,1.3125,-1.7526,-1.1953,2.4838,0.075395,0.21249,2.5204,0.19527,-2.0466,-0.97021,0.21513,0.014581,-227790.8496,-952474.2371,0.017083,0.01928,0.034539,0.013453,0.025631,-46060.1171,-136.375,241.772,-121649.3131,246.812,252.1692,133.1321,262.5664,250.4672,-468390.4315,-32253.5684,0.028138,0.033997,0.017786,-2053718.981,-71054.1983,-4404978.97,0.012883,1.0
-0.68567,-2263.9165,1.02e-20,1775.0316,-2021.3056,-58911.1103,-10635.3702,0.39285,-0.53154,-213306.6388,-7206.8199,1.0061,-3031.6177,-132029.9226,-84628.7748,-0.72062,-5.41e-21,-236306.8931,3.6113,0.13395,218.2756,3.28e-20,0.44295,0.68497,1517.8902,0.70726,-5.1e-19,1.0503,0.27809,0.39884,-2704.0999,-1.0317,0.086492,1780419.93,1.3655,-1.7334,-0.77921,1.9544,0.31441,0.2813,0.83091,0.1831,-1.4857,-1.5632,0.32317,0.018242,-233792.3826,-977657.7408,0.020642,0.019293,0.043255,0.020457,0.041265,-47141.2734,-129.8082,243.6437,-124767.2683,248.7822,254.0409,133.484,264.4382,252.543,-480714.5379,-32985.8008,0.035876,0.038002,0.028825,-2107616.896,-72801.3836,-4519835.925,0.018934,1.0
-0.73285,-1960.2266,-3.11e-20,1244.009,-1599.2927,-65386.3704,-9897.9401,0.27559,-0.38142,-232906.5681,-6631.2223,0.90602,-2041.4487,-155338.7178,-102202.6339,-0.6682,3.3e-21,-283174.9552,10.1173,0.080174,297.0853,1.74e-20,0.29926,0.65144,982.0351,0.76527,1.21e-20,0.97874,0.20436,0.38325,-2293.4358,-1.0503,0.10579,1709902.806,1.3433,-1.7477,-0.43727,2.0886,0.18562,0.23632,1.1028,0.17573,-1.7151,-1.3822,0.272,0.017166,-227476.768,-950728.7309,0.018591,0.018084,0.035867,0.021082,0.043531,-46133.7874,-108.3323,241.6446,-121596.3952,246.6986,252.0419,133.1073,262.4392,250.3633,-467660.5609,-32336.536,0.036208,0.040015,0.016941,-2049982.392,-71092.4035,-4397014.235,0.018072,1.0
-0.87039,-3843.3321,1.2800000000000001e-21,457.6777,-3364.4746,-84524.202,-3263.1109,0.23148,-0.21217,-199814.2526,-7513.9445,0.40018,-4991.0025,-154919.4306,-122163.4957,-0.32744,-4.13e-22,-258881.5266,92.6621,0.1395,368.1357,5.860000000000001e-21,0.13322,0.35973,241.165,0.87039,-6.0700000000000005e-21,0.65837,0.080107,0.21877,-4287.2286,-0.40018,-0.95679,1448717.858,1.2307,-0.647,0.45122,0.21431,-0.83718,0.27828,3.0178,0.23047,-1.2968,-0.5864,0.23808,0.016779,-201704.0147,-845945.2071,0.019462,0.01633,0.040743,0.017092,0.036284,-40403.4951,-116.0951,233.546,-107453.5392,238.0025,243.9433,131.534,254.3408,241.0855,-415374.9629,-28175.6613,0.037198,0.034395,0.021395,-1825626.736,-62562.3686,-3918722.4,0.017721,1.0
-1.403,-3200.396,1.9600000000000003e-21,846.6818,-3147.1312,-69580.1236,-2898.9036,0.35229,-0.45328,-214865.3171,-7157.3986,0.76688,-4547.0169,-170399.0284,-109749.8736,-0.80013,-1.13e-22,-251774.7451,95.6226,0.16364,325.8358,4.16e-21,0.22115,0.72555,667.4325,1.403,1.21e-19,1.0299,0.17179,0.43957,-3882.4424,-0.76688,-0.84781,1341707.416,1.3071,-0.786,0.86969,0.80979,-0.35876,0.31778,2.8488,0.2265,-1.4713,-1.4752,0.30313,0.022165,-205875.5453,-862439.4176,0.018151,0.023606,0.040532,0.023511,0.047656,-41432.9706,-145.1743,234.86,-109827.2122,239.4431,245.2573,131.7942,255.6545,242.6416,-423756.7391,-28940.8496,0.046285,0.051894,0.018945,-1860953.968,-64045.9185,-3994058.273,0.021047,1.0
-1.0063,-3802.0169,-1.61e-20,222.7032,-3275.1501,-91841.0009,-3999.5786,0.17,-0.18302,-245704.9374,-6382.417,0.39298,-4937.8283,-186967.1833,-133237.7328,-0.29951,6.12e-23,-307494.1675,93.0485,0.11792,293.5785,2.82e-21,0.088341,0.31915,156.322,1.0063,-2.43e-20,0.66012,0.062312,0.19707,-4204.5887,-0.39298,-0.40749,1735051.468,1.2135,-0.61147,0.14574,0.10538,-0.33724,0.22624,3.9411,0.20469,-0.95597,-1.1194,0.20905,0.016459,-196368.5667,-826056.0207,0.015809,0.021861,0.033868,0.014018,0.028962,-38965.1198,-70.202,231.9807,-104368.1705,236.3042,242.3785,131.2135,252.777,239.1619,-405269.0131,-27060.8218,0.035014,0.049496,0.019198,-1783016.907,-60574.1021,-3827821.188,0.016562,1.0
-0.22449,-3840.9543,-2.21e-20,171.7895,-3316.3073,-81043.008,-4991.2808,0.087629,-0.19775,-233738.2236,-9751.4202,0.21293,-4620.1276,-157541.325,-108605.7547,-0.22219,-6.15e-21,-286472.6659,61.04,0.12763,60.8697,-2.49e-20,0.070405,0.20705,123.3677,0.22697,4.17e-20,0.27272,0.05202,0.20967,-4198.5741,-0.21011,1.877,1421534.726,1.3189,-3.4464,-0.11395,0.071811,1.5169,0.3266,0.47468,0.17333,0.083614,-1.1534,0.33491,0.024367,-209167.7674,-876660.7462,0.023596,0.028399,0.044607,0.02583,0.05125,-41946.9248,-113.0448,235.9717,-111465.396,240.5926,246.3689,132.0144,256.7663,243.8332,-430608.9483,-29269.5298,0.047905,0.059845,0.035782,-1891409.57,-64922.0704,-4058994.076,0.027546,1.0
-0.34571,-3723.118,7.26e-21,409.1651,-3294.7743,-74335.7748,-5162.1717,0.15477,-0.19634,-249621.518,-9958.3123,0.34769,-4207.1883,-159204.9871,-103595.6858,-0.26357,-1.1e-21,-306561.4236,3.255,0.22319,99.0057,1.37e-20,0.12367,0.25357,263.6907,0.35096,-2.43e-20,0.49923,0.082065,0.19718,-3963.8593,-0.37495,1.5859,1628272.145,1.2761,-3.4868,-0.37693,0.43819,1.6764,0.33547,1.6453,0.14562,-0.4948,-2.14,0.40306,0.027667,-208902.9905,-875298.4113,0.027921,0.027496,0.054442,0.023271,0.056959,-41976.0463,-134.9423,235.8651,-111374.175,240.4897,246.2623,131.9935,256.6596,243.7367,-429997.9045,-29310.9299,0.053268,0.057674,0.028225,-1888492.293,-64915.0935,-4052774.375,0.033218,1.0
-0.37589,-3692.5424,8.95e-21,585.9036,-3099.3565,-63959.9693,-3907.5299,0.18714,-0.28389,-240726.8634,-9124.7091,0.46866,-4301.6841,-149815.0848,-94669.9534,-0.37222,3.0600000000000003e-21,-297291.1016,72.8512,0.19476,95.9827,-5.22e-20,0.15894,0.38564,510.6543,0.38368,-3.64e-20,0.5814,0.12651,0.30196,-4035.6785,-0.48626,1.3285,1566266.14,1.3032,-3.1783,-0.27254,0.81176,2.0745,0.28268,1.2614,0.17051,-0.76498,-1.6503,0.2839,0.019061,-208013.6718,-871525.3001,0.024272,0.024888,0.045989,0.021341,0.042812,-41812.3697,-155.4255,235.5694,-110914.8634,240.1794,245.9666,131.9353,256.3639,243.4118,-428159.0367,-29198.7356,0.038559,0.052471,0.026105,-1880412.23,-64655.8231,-4035546.86,0.022767,1.0
-0.1632,-3660.1978,6.86e-22,19.0623,-3222.9448,-117237.9243,-9187.1336,0.021016,-0.027618,-248914.062,-3885.9106,0.07551,-4529.9311,-230597.7462,-169093.9553,-0.055515,5.74e-23,-291277.7079,28.3752,0.01268,140.4757,-1.6600000000000001e-21,0.018735,0.056185,17.9891,0.1632,1.24e-19,0.090004,0.016116,0.030517,-3869.1466,-0.07551,1.4367,1518275.909,1.168,1.136,-0.18992,0.92563,-0.5464,0.23017,2.5566,0.21474,-1.5156,-0.98802,0.21215,0.018875,-170241.7644,-716442.7515,0.014443,0.017645,0.032228,0.01675,0.030738,-33769.7469,-108.0424,222.7481,-90460.4441,226.4811,233.1453,129.2988,243.5428,228.8384,-351235.9315,-23432.2412,0.037709,0.03847,0.018522,-1548106.595,-52500.0799,-3326652.86,0.021763,1.0
-0.16633,-3732.4091,6.39e-22,22.4316,-3102.5895,-117622.7899,-8830.9796,0.023493,-0.034844,-246533.0741,-3791.4701,0.086536,-4658.0558,-229047.7925,-169498.0814,-0.070242,1.53e-23,-290000.0955,60.8122,0.019042,96.9592,4.58e-21,0.020666,0.066153,19.5368,0.16633,-7.62e-20,0.10826,0.017018,0.037659,-4048.5845,-0.086536,0.89159,1483779.805,1.1612,1.1195,0.20123,0.60561,-0.28457,0.23141,2.7981,0.19017,-1.3195,-0.96385,0.23817,0.022291,-170740.99,-718582.2628,0.016031,0.016721,0.037386,0.017598,0.033269,-33857.0805,-101.312,222.9346,-90718.0123,226.6735,233.3318,129.3387,243.7295,229.0418,-352260.1873,-23492.0504,0.046859,0.034973,0.020576,-1552693.656,-52643.6478,-3336440.36,0.015632,1.0
-0.22129,-3818.0839,-4.570000000000001e-22,13.7818,-3238.6471,-120678.4497,-9350.1959,0.025258,-0.036789,-244254.5828,-3958.7895,0.077183,-4557.4622,-229498.174,-170176.6901,-0.067609,-2.91e-22,-287225.3075,5.2495,0.021266,92.5873,3.6100000000000005e-21,0.015671,0.060576,13.4109,0.22129,-6.0700000000000005e-21,0.1167,0.013738,0.035708,-3958.6702,-0.077183,1.3348,1371662.465,1.1451,0.98193,0.1067,0.66578,-0.74211,0.28032,2.545,0.19412,-1.171,-0.81396,0.25291,0.020191,-169704.2463,-714208.9821,0.017517,0.022412,0.040108,0.017783,0.03735,-33677.6065,-102.3984,222.553,-90178.5876,226.2708,232.9503,129.2567,243.3479,228.6189,-350118.7461,-23373.0396,0.03879,0.046268,0.017764,-1543316.95,-52345.6211,-3316426.669,0.018139,1.0
-0.022782,-4897.7152,-4.22e-22,0.26375,-4218.567,-159230.0599,-10929.5581,0.0026892,-0.0063315,-363936.7324,-10711.6163,0.01009,-6189.8713,-286779.6339,-210181.7441,-0.0083156,0.0,-440367.3579,24.6595,0.022988,2.1011,4.35e-22,0.0017332,0.0080314,0.35759,0.022782,6.0700000000000005e-21,0.013455,0.0018273,0.0060366,-5329.8353,-0.01009,-0.68512,937675.7397,1.1875,0.41346,0.11413,0.74255,-0.36145,0.37864,3.1797,0.22953,-0.76546,0.01292,0.38045,0.025041,-197509.4214,-828474.863,0.025562,0.032964,0.052817,0.029461,0.060642,-39548.7857,-121.5778,232.143,-105211.9698,236.5099,242.5402,131.253,252.938,239.5146,-406743.8608,-27572.6932,0.046438,0.063543,0.033144,-1788204.292,-61252.7783,-3838910.488,0.023355,1.0
-0.12047,-4720.5586,1.94e-22,2.1695,-4250.3538,-135724.2032,-10091.6164,0.01389,-0.029407,-340643.5301,-11338.573,0.029597,-6079.1638,-254823.0514,-180892.308,-0.028364,-1.9099999999999997e-24,-399959.8887,84.6502,0.060862,22.9056,1.24e-21,0.0056171,0.030978,2.6586,0.12047,-5.69e-22,0.061325,0.0056774,0.028214,-5223.1951,-0.029597,-0.68294,574082.4495,1.1785,0.15239,-0.47636,0.4912,-0.71561,0.47788,2.9506,0.15738,-1.4789,-0.61388,0.41031,0.023991,-199795.7001,-836352.4184,0.026301,0.03455,0.058125,0.025063,0.053548,-40430.5151,-93.4972,232.7818,-106720.1988,237.2665,243.1792,131.3804,253.5766,240.3762,-411085.5433,-28288.479,0.04784,0.081297,0.035826,-1805078.009,-62357.5575,-3874902.934,0.018578,1.0
-0.030481,-4620.0519,-3.65e-22,0.11404,-3974.5091,-163894.8698,-10034.1263,0.0030221,-0.0040609,-373070.0337,-8909.888,0.00506,-5891.3612,-294671.9371,-215037.182,-0.0049095,4.899999999999999e-24,-452844.6383,90.3304,0.014834,1.6872,1.7599999999999997e-23,0.0010834,0.0046826,0.1671,0.030481,-3.04e-20,0.013837,0.0011989,0.004612,-5114.9234,-0.00506,-0.022159,1505134.38,1.1606,0.46871,0.27165,0.59045,-0.35686,0.35966,3.9929,0.31939,-0.56275,0.044006,0.28893,0.026154,-191968.3324,-804986.2972,0.02561,0.030004,0.054431,0.022826,0.048673,-38563.9392,-120.3848,230.234,-102339.9218,234.5106,240.6313,130.8661,251.0285,237.4145,-395319.1009,-26906.5012,0.055238,0.060121,0.029808,-1737883.403,-59650.6412,-3731588.15,0.024869,1.0
-1.293,-3595.3125,5.41e-20,677.0672,-3107.4361,-47021.9319,-8105.556,0.31902,-0.54601,-210808.7085,-9694.9249,0.5482,-4116.1759,-124601.6039,-74576.5451,-0.57965,-7.65e-23,-268588.2747,28.7146,0.13576,581.7946,-1.04e-21,0.17635,0.54502,950.6608,1.293,8.04e-20,0.89524,0.19511,0.53206,-3774.1481,-0.5482,-0.12489,1626183.641,1.3678,-0.76515,0.34196,0.69432,-0.29399,0.16157,2.7871,0.2324,-1.6265,-2.3606,0.18534,0.0093964,-204287.1717,-856082.3624,0.0085721,0.011784,0.015807,0.010261,0.020103,-41059.6153,-157.9052,234.3512,-108926.9495,238.8874,244.7484,131.6945,255.1456,242.042,-420549.6037,-28666.6397,0.018933,0.02192,0.0098952,-1847339.108,-63496.105,-3965026.867,0.011704,0.0
-1.1746,-2788.0648,7.49e-20,674.3138,-2363.6106,-61994.569,-7117.5094,0.31438,-0.39098,-209522.932,-9723.1264,0.58242,-4385.0612,-148098.4673,-93063.9232,-0.40843,-1.21e-21,-248676.6786,97.396,0.13725,652.9719,-1.79e-21,0.17759,0.50094,544.8341,1.1746,-6.37e-20,0.90347,0.13523,0.36089,-3701.5362,-0.58242,-1.1614,1568595.9,1.2671,-0.35728,0.6776,1.1297,-0.55456,0.1147,1.4875,0.22183,-2.1266,-1.8316,0.13897,0.01096,-205501.0729,-861337.7171,0.0096626,0.010409,0.019745,0.011326,0.022726,-41237.896,-169.1746,234.7669,-109529.7712,239.3229,245.1641,131.777,255.5613,242.4895,-423107.2564,-28774.183,0.024611,0.023093,0.012303,-1858594.573,-63810.9975,-3989027.4,0.010425,0.0
-1.0671,-3714.4977,-1.1e-19,606.1977,-3319.8619,-41606.3055,-9399.8483,0.28989,-0.50119,-200223.4245,-10124.8606,0.50499,-4704.5726,-121247.1521,-67966.0222,-0.54812,6.12e-22,-254708.6486,62.1588,0.11865,667.2183,4.230000000000001e-21,0.16361,0.54784,1140.9194,1.0671,3.64e-20,0.84896,0.22097,0.47948,-4143.4968,-0.50499,-0.77288,1685940.713,1.3956,-0.79497,0.53371,0.60732,-0.56799,0.14536,2.3494,0.21636,-1.668,-1.8588,0.13862,0.0077802,-204669.9358,-857727.3383,0.0093247,0.011129,0.019713,0.0086827,0.017967,-41110.759,-165.4694,234.4814,-109114.9661,239.0262,244.8786,131.7204,255.2758,242.1832,-421364.4149,-28694.0635,0.018147,0.024883,0.013401,-1850862.235,-63591.1416,-3972539.508,0.0077366,0.0
-0.50886,-2845.8474,-3.38e-20,254.5381,-2345.4296,-67522.6029,-3278.9088,0.14131,-0.33022,-235711.6557,-10203.7933,0.31518,-3474.3992,-146623.555,-95830.2722,-0.30691,9.16e-21,-288600.0282,29.0758,0.027152,876.8372,9.16e-21,0.090392,0.30667,231.036,0.53588,-4.06e-19,0.50834,0.076626,0.3334,-3093.3849,-0.32754,1.7064,1826377.442,1.1274,-2.7506,-0.88119,0.082492,-0.27035,0.25975,2.7809,0.1745,-0.14383,-0.097946,0.24913,0.011278,-219562.5604,-919018.5677,0.018047,0.014506,0.043404,0.016171,0.03624,-44223.8516,-129.8926,239.2458,-117139.6535,244.0953,249.643,132.6501,260.0405,247.5761,-451664.8956,-30921.4149,0.023294,0.033396,0.013825,-1982103.429,-68328.1243,-4252335.959,0.013511,1.0
